id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
63,63,224801,9080,,,,0.012119,45.253334,613.158,17.38,0.22,-3.0,6.360,-0.010,B9p SiEu,-0.047,132.325125,0.419892,133.501154,-0.00000235,0.00001583,-0.00000204,0.003172863280404705,0.7898196673326625,0.00000008426061768055556,0.00000000106659,,,And,1,63,,87.90225168308842,CG,6.382,6.322
76,76,,,,,,0.015214,32.825654,1128.72,-1.98,-8.45,0.0,9.030,1.334,M0,1.670,290.767266,1.158155,187.572518,0.00000770,-0.00000329,-0.00001191,0.003983096006029844,0.572915739540885,-0.000000009599310875,-0.000000040966756,,,And,1,76,,25.491770505091193,V401,9.079,8.979
262,262,,,,,,0.055061,32.845864,592.015,52.20,-2.29,0.0,9.040,2.746,F0V,0.422,152.458331,2.197913,98.435731,0.00000043,0.00004594,-0.00000169,0.014415060386485937,0.5732684718554613,0.00000025307274125,-0.000000011102233,,,And,1,262,,6.943844712409818,TW,9.517,8.987
344,344,225192,,,,,0.072243,40.109948,605.195,-4.17,-2.78,-88.7,10.660,4.318,M5e-M7e,1.500,141.868214,2.683473,119.527612,-0.00006769,-0.00000503,-0.00006036,0.018913048103608308,0.700050661069075,-0.00000002021673047916667,-0.00000001347782,,,And,1,344,,1.6323000728189951,SV,12.153,8.873
363,363,225217,,,,,0.076780,43.551312,867.553,-4.57,-2.54,-6.0,8.120,0.996,C5II,2.530,192.715672,3.874271,183.245654,-0.00000207,-0.00000593,-0.00000660,0.02010092513512949,0.7601137932501637,-0.00000002215598520138889,-0.000000012314267,,,And,1,363,,34.801663221500384,SU,8.254,8.004
543,544,166,8,Gl 5,,,0.110209,29.021502,44.5932,379.94,-178.34,-5.5,6.070,5.391,K0V,0.752,11.948982,0.344882,6.632053,0.00000009,0.00002519,-0.00001306,0.028852628509606647,0.5065207576037262,0.0000018420010979027778,-0.000000864616717,,,And,1,543,,0.6075751461057411,V439,6.091,6.051
589,590,,,,,,0.119495,34.853794,1294.44,1.00,-0.56,0.0,8.860,0.867,M5,1.552,325.480753,10.185561,226.779478,0.00000056,0.00000194,-0.00000088,0.031283678421197045,0.608313465244135,0.0000000048481368055555555,-0.000000002714956,,,And,1,589,,39.192232245497664,V341,9.054,8.744
676,677,358,15,,21Alp And,Alpheratz,0.139791,29.090432,97.0256,135.68,-162.95,-12.0,2.070,-0.297,B9p,-0.038,25.974572,0.951042,14.461264,-0.00000002,0.00001958,-0.00002650,0.03659716270801555,0.5077238184659449,0.0000006577952017777778,-0.000000790003892,Alp,21,And,1,676,,114.49855346901883,Alp,2.083,2.063
814,817,556,,,,,0.167553,46.390314,488.323,10.98,-16.28,-16.0,7.510,1.634,A3+...,0.251,103.155363,4.527858,108.391404,-0.00000308,0.00000784,-0.00002000,0.0438652117847436,0.8096637133829137,0.000000053232542125,-0.000000078927667,,,And,1,814,,19.337485452952553,V342,7.596,7.486
839,841,571,27,,22    And,,0.172012,46.072272,1230.94,4.51,0.21,-5.0,5.010,-2.874,F2II,0.405,261.527194,11.785276,271.779391,-0.00000419,0.00000807,-0.00000342,0.04503274031959869,0.8041128329084449,0.000000021865096993055556,0.000000001018108,,22,And,1,839,,1229.1361730601686,,,
880,882,640,,,,,0.179777,32.242575,2609.6,10.51,0.99,0.0,7.550,-1.965,M...,1.354,675.888272,31.834648,426.803934,-0.00000396,0.00004062,0.00000325,0.04706559484678098,0.5627390989969813,0.000000050953917826388886,0.000000004799655,,,And,1,880,,532.1082592667942,V343,7.89,7.38
917,919,691,,,,,0.189561,30.449575,111.559,210.73,35.26,-3.3,7.950,5.280,K0V,0.755,29.446399,1.462575,17.331704,-0.00000760,0.00003460,0.00000333,0.04962685741885405,0.5314453377714013,0.0000010216478690347222,0.000000170945303,,,And,1,917,,0.6729766562843174,V344,7.994,7.934
986,988,775,,,,,0.204388,43.818205,326200,1.35,-2.96,0.0,7.950,-12.050,M...,1.537,72050.757117,3859.020832,69237.246891,0.00095708,0.00070664,-0.00103536,0.05350860526861602,0.764771949433265,0.0000000065449846875,-0.000000014350484,,,And,1,986,,5754399.373371567,V345,8.015,7.765
1028,1030,829,38,,,,0.213957,37.693656,1812.22,0.50,-2.74,-10.0,6.710,-2.014,B2V,-0.116,438.916744,24.611131,339.688547,-0.00000365,0.00000114,-0.00001209,0.05601377421059853,0.6578784107659276,0.0000000024240684027777777,-0.000000013283894,,,And,1,1028,,556.672798150948,V470,6.72,6.7
1084,1086,905,41,,23    And,,0.225240,41.035370,113.857,-122.76,-146.91,-29.0,5.710,2.996,F0IV,0.331,26.282289,1.551559,22.915172,-0.00000482,-0.00002109,-0.00003822,0.05896766937385031,0.7162023089019425,-0.00000059515727425,-0.000000712239778,,23,And,1,1084,,5.515691912608027,,,
1108,1110,,,,,,0.230429,25.551942,326200,-4.10,-7.55,0.0,9.480,-10.520,M2,1.580,90055.346631,5439.302941,43132.916975,0.00169564,-0.00188877,-0.00330206,0.0603262870730921,0.44596552171997,-0.000000019877360902777776,-0.000000036603432,,,And,1,1108,,1406047.524129913,V347,9.62,9.25
1109,1112,928,,,,,0.230621,36.860273,326200,1.47,-6.85,0.0,8.900,-11.100,K5,1.633,79864.291964,4827.782911,59986.560005,0.00194534,0.00083151,-0.00265688,0.060376344359159666,0.6433331194148012,0.0000000071267611041666666,-0.000000033209737,,,And,1,1109,,2398832.91901949,V346,8.986,8.866
1231,1233,1082,,,,,0.254953,44.203397,1080.13,6.82,-0.66,-6.0,6.760,-0.840,B9,-0.046,236.845306,15.832156,230.863388,-0.00000438,0.00001068,-0.00000504,0.06674656631256388,0.7714948130020125,0.000000033064293013888893,-0.00000000319977,,,And,1,1231,,188.79913490962926,V348,6.785,6.745
1287,1289,,,,,,0.269286,47.892842,326200,-3.18,-11.70,0.0,8.830,-11.170,M0,1.601,66885.373341,4723.167055,74189.207611,0.00430602,-0.00124134,-0.00380307,0.07049888210059338,0.835887777672,-0.000000015417075041666668,-0.0000000567232,,,And,1,1287,,2558585.886905648,V349,8.885,8.775
1363,1366,1280,63,,24The And,,0.284863,38.681636,308.902,-50.01,-17.90,1.0,4.610,-0.272,A2V,0.059,73.717927,5.507828,59.184918,0.00000763,-0.00002245,-0.00000578,0.0745769335159356,0.67512190066058,-0.00000024245532164583333,-0.000000086781648,The,24,And,1,1363,,111.8922481955243,,,
1470,1473,1404,68,,25Sig And,,0.305463,36.785224,134.793,-66.51,-42.48,-8.0,4.510,1.429,A2V,0.054,32.988623,2.643715,24.744457,-0.00000039,-0.00001340,-0.00001171,0.07997000556618429,0.6420232749475537,-0.00000032244957893749997,-0.000000205948851,Sig,25,And,1,1470,,23.356082466252186,,,
1472,1475,1326,,Gl 15A,,,0.306174,44.022954,11.7018,2888.92,410.58,12.0,8.090,10.316,M1V,1.560,2.571275,0.206670,2.493057,-0.00000017,0.00005039,0.00001366,0.08015620544457767,0.7683454902950787,0.000014005879380305557,0.000001990548009,,,And,1,1472,Gl  15,0.006510284984348607,GX,8.125,8.065
1498,1501,1438,70,,26    And,,0.311712,43.791141,661.663,23.31,-2.72,7.0,6.100,-0.436,B8V,-0.074,145.936160,11.935836,140.371588,0.00000513,0.00002342,0.00000302,0.0816060408381032,0.764299595614345,0.00000011301006893749998,-0.000000013186932,,26,And,1,1498,,130.1367630107464,,,
1589,1593,1546,,,,,0.331673,44.709416,1284.25,-19.85,-9.28,9.0,7.520,-0.456,C8,1.600,278.742737,24.264628,276.973100,0.00002222,-0.00003609,-0.00000611,0.08683171793923859,0.7803265153312963,-0.0000000962355155902778,-0.000000044990709,,,And,1,1589,,132.55618607198585,VX,7.762,7.302
1682,1686,1671,82,,27Rho And,,0.352017,37.968603,158.35,58.32,-39.65,9.0,5.160,1.729,F5III,0.442,38.106993,3.521856,29.865569,0.00001168,0.00001486,-0.00000169,0.09215774000421187,0.6626771359995399,0.0000002827433385,-0.000000192228624,Rho,27,And,1,1682,,17.717400399431227,,,
1795,1799,1826,,,,,0.380520,29.454280,380.186,82.08,-9.82,4.4,6.950,1.617,A3,0.212,100.982675,10.093344,57.311070,0.00000200,0.00004681,-0.00000262,0.09961985493185374,0.5140741574238488,0.000000397935069,-0.000000047608703,,,And,1,1795,,19.642646458798552,LR,6.967,6.927
1874,1878,,,,,,0.395303,29.401006,2204.05,-5.09,-19.21,0.0,9.710,0.561,F8IIIvar,0.442,585.502701,60.810962,331.702074,0.00003245,-0.00001339,-0.00005482,0.10349008907610703,0.513144360088805,-0.00000002467701634027778,-0.000000093132708,,,And,1,1874,,51.95172830110675,SW,10.045,9.055
1897,1901,1967,90,,,,0.400542,38.577035,1259.46,-16.33,-35.00,-11.0,10.710,2.776,S66ev,2.080,300.183822,31.593560,240.759139,0.00003508,-0.00002704,-0.00005823,0.10486152526185219,0.673296283258105,-0.0000000791700740347222,-0.000000169684788,,,And,1,1897,,6.75460566633501,R,11.015,8.045
2050,2054,2189,,,,,0.434080,35.819292,676.764,17.85,-1.65,0.0,7.530,0.945,A3,0.140,167.144511,19.076846,121.417177,-0.00000107,0.00001795,-0.00000135,0.11364192021836732,0.6251645830050313,0.00000008653924197916668,-0.000000007999425,,,And,1,2050,,36.47539469256078,V350,7.58,7.51
2175,2180,2342,,,,,0.458801,35.587359,326200,-4.83,-13.93,-14.0,7.670,-12.330,N0v,2.100,80736.986095,9744.535253,58194.356117,0.00417048,-0.00185508,-0.00549996,0.12011386410561826,0.6211165840727312,-0.00000002341650077083333,-0.000000067534545,,,And,1,2175,,7447319.739059889,AQ,7.903,7.493
2210,2216,,,,,,0.467045,27.097402,1331.43,5.14,-4.21,0.0,9.330,1.276,M5,1.510,360.647807,44.318212,185.920238,0.00000253,0.00001056,-0.00000742,0.12227198504495283,0.47293888840676873,0.000000024919423180555554,-0.000000020410655,,,And,1,2210,,26.890569500292507,V351,9.573,9.203
2237,2243,2453,,,,,0.474604,32.437745,723.282,-26.66,-19.52,-18.0,6.870,0.141,A2p...,0.106,185.691311,23.191762,118.931825,-0.00000070,-0.00002897,-0.00002758,0.12425099705088669,0.5661454459382375,-0.00000012925132723611111,-0.00000009463563,,,And,1,2237,,76.48917910070716,GR,6.882,6.862
2279,2285,,,,,,0.486429,44.995058,1230.94,0.67,0.88,0.0,9.010,1.126,M0,1.575,264.694862,33.891462,266.809738,-0.00000128,0.00000107,0.00000114,0.12734683442220204,0.7853119103306501,0.000000003248251659722222,0.00000000426636,,,And,1,2279,,30.87450475587447,V352,9.066,8.946
2349,2355,2628,114,,28    And,,0.502045,29.751557,204.771,43.56,-57.18,-10.0,5.200,1.211,A7III,0.271,54.029838,7.142605,31.151228,-0.00000198,0.00001311,-0.00002018,0.13143501186734344,0.5192626203559575,0.00000021118483925000002,-0.000000277216462,,28,And,1,2349,,28.54959816900407,GN,5.223,5.173
2378,2384,,,,,,0.507285,40.369157,836.41,-5.63,-3.65,0.0,9.410,2.365,M0,1.747,193.635417,25.868391,166.079481,0.00000384,-0.00000655,-0.00000346,0.13280700816866062,0.7045747091626338,-0.000000027295010215277775,-0.000000017695699,,,And,1,2378,,9.8627948563121,V353,9.491,9.341
2540,2546,2890,,,,,0.539647,26.029427,1965.06,-6.05,-1.29,0.0,9.850,0.951,M5e,1.500,535.913249,76.221209,264.357036,0.00000412,-0.00001726,-0.00000339,0.14127926135175786,0.45429920427666,-0.00000002933122767361111,-0.000000006254096,,,And,1,2540,,36.27438014764577,TU,12.043,8.403
2645,2651,,,,,,0.560227,39.884231,786.024,3.71,-3.66,0.0,8.520,1.610,K0,1.147,182.916468,27.021887,154.515321,0.00000208,0.00000469,-0.00000328,0.14666717438264107,0.6961111457384249,0.000000017986587548611112,-0.00000001774418,,,And,1,2645,,19.76969640111861,V354,8.611,8.481
2859,2865,3322,149,,,,0.605583,27.254763,710.675,17.36,-11.67,1.0,6.510,-0.181,B8IIIMNp...,-0.070,191.248365,30.577390,99.770760,0.00000358,0.00001914,-0.00001049,0.15854123243198076,0.47568535294463504,0.00000008416365494444445,-0.000000056577756,,,And,1,2859,,102.89635722967539,PY,6.53,6.5
2894,2900,3346,152,,,,0.612903,44.488587,616.635,-36.70,31.77,-33.0,5.140,-1.243,K5III,1.587,133.123811,21.545864,132.469946,-0.00003853,-0.00004031,-0.00000288,0.1604575411420683,0.7764723197214275,-0.0000001779266207638889,0.000000154025306,,,And,1,2894,,273.6528654192469,V428,5.154,5.114
2906,2912,3369,154,,29Pi  And,,0.614680,33.719344,598.532,15.23,-3.56,9.0,4.340,-1.978,B5V,-0.123,150.645938,24.453844,101.857872,0.00000712,0.00001488,0.00000248,0.16092283607483104,0.5885135669805387,0.00000007383712354861111,-0.000000017259367,Pi,29,And,1,2906,,538.5177219975278,,,
2956,2962,3430,,,,,0.627150,45.604246,834.271,11.72,2.14,0.0,7.900,0.861,K9,1.402,176.522175,29.246065,182.742862,-0.00000425,0.00001403,0.00000186,0.16418759817642942,0.795944239781355,0.000000056820163361111114,0.000000010375012,,,And,1,2956,,39.409416073228584,BZ,8.051,7.721
3025,3031,3546,163,,30Eps And,,0.642602,29.311751,163.837,-229.41,-254.08,-84.0,4.340,0.835,G5III...,0.871,43.176578,7.332959,24.588338,-0.00003464,-0.00006254,-0.00009600,0.1682326801531851,0.5115865716222587,-0.0000011122110645625,-0.000001231814599,Eps,30,And,1,3025,,40.36453929676048,,,
3086,3092,3627,165,,31Del And,,0.655462,30.861024,105.532,115.38,-83.05,-7.0,3.270,0.720,K3III...,1.268,27.363473,4.742224,16.595166,-0.00000256,0.00001792,-0.00001485,0.17159965555771547,0.5386264769195913,0.000000559378024625,-0.000000402637761,Del,31,And,1,3086,,44.87453899331323,,,
3172,3179,3712,168,,18Alp Cas,Shedir,0.675116,56.537331,228.271,50.36,-32.17,-4.0,2.240,-1.985,K0II-IIIvar,1.170,37.984817,6.784483,58.379619,0.00000374,0.00001802,-0.00000943,0.17674488133148336,0.9867625763100912,0.00000024415216952777776,-0.000000155964561,Alp,18,Cas,1,3172,,542.0008904016238,Alp,2.25,2.23
3206,3213,,,,,,0.681254,-51.380269,460.085,213.51,-194.92,0.0,11.270,5.523,sdG8,0.490,86.635739,15.618078,-110.198229,-0.00012837,0.00012520,-0.00008318,0.17835183634978186,-0.8967548567397274,0.0000010351256893541667,-0.000000944998826,,,,1,3206,,0.5380219571891123,,11.353,11.203
3224,3231,3817,175,,32    And,,0.685330,39.458664,354.951,-14.37,-3.02,-5.0,5.300,0.117,G8III,0.891,82.664742,14.992827,69.153530,-0.00000154,-0.00000798,-0.00000448,0.17941889840739841,0.6886836048879862,-0.00000006966772589583332,-0.000000014641373,,32,And,1,3224,,78.19878403894965,,,
3355,3362,,,Gl 29.1,,,0.713393,35.548784,76.0196,264.99,74.49,-0.5,10.370,8.533,M1Ve+...,1.460,18.631359,3.520785,13.549196,-0.00001077,0.00002843,0.00000655,0.18676597019300592,0.6204433189549625,0.0000012847077721041668,0.00000036113771,,,And,1,3355,,0.0336356635748362,FF,10.426,10.286
3413,3419,4128,188,Gl 31,16Bet Cet,Diphda,0.726490,-17.986605,96.338,232.79,32.71,13.3,2.040,-0.312,K0III,1.019,27.583638,5.310463,-9.119792,0.00000782,0.00003545,0.00000025,0.19019464223046095,-0.31392547040265245,0.0000011285977669652777,0.000000158582554,Bet,16,Cet,1,3413,,116.09138701261821,,,
3425,3432,,,,,,0.730004,42.282155,2490.08,-7.88,-4.72,0.0,9.360,-0.054,F3IV-V,0.358,554.481314,107.278704,513.574151,0.00001708,-0.00002640,-0.00001292,0.19111458972096726,0.7379628187719564,-0.00000003820331802777778,-0.000000022883205,,,And,1,3425,,91.53770083623522,CC,9.452,9.262
3447,3454,4134,,,,,0.736457,46.235555,383.314,68.32,-25.59,9.0,7.490,2.140,F5,0.475,79.774244,15.574365,84.863692,0.00000912,0.00004143,-0.00000344,0.19280401721618234,0.806962671441575,0.0000003312247065555555,-0.00000012406382,,,And,1,3447,,12.133888504649768,V355,7.512,7.472
3486,3494,4174,,,,,0.743663,40.679363,1672.82,9.12,-15.05,-94.8,7.180,-1.370,M2e,1.613,381.559227,75.239006,334.268820,-0.00005260,0.00001274,-0.00009157,0.1946904018813171,0.7099888205609924,0.000000044215007666666666,-0.000000072964458,,,And,1,3486,,307.6096814740708,EG,7.291,7.121
3489,3498,4181,,,,,0.744171,36.602516,1254.62,-18.27,-7.75,0.0,9.060,1.135,M...,1.671,302.924634,59.774950,229.330826,0.00001505,-0.00003175,-0.00001160,0.19482341996472993,0.638834412235725,-0.00000008857545943749999,-0.00000003757306,,,And,1,3489,,30.61963433690677,V356,9.124,8.994
3685,3693,4502,215,,34Zet And,,0.788981,24.267178,189.211,-101.23,-81.89,-24.0,4.080,0.263,K1II,1.100,51.755023,10.844894,23.839349,-0.00000680,-0.00003051,-0.00003108,0.20655470770222276,0.4235421551281737,-0.0000004907768888263889,-0.000000397013923,Zet,34,And,1,3685,,68.35967668381046,Zet,4.112,4.042
3871,3881,4727,226,,35Nu  And,,0.830234,41.078911,617.803,22.68,-18.05,-24.0,4.530,-1.857,B5V SB,-0.136,139.406857,30.787155,124.450180,-0.00001192,0.00001869,-0.00002862,0.21735479311274905,0.7169622462973962,0.00000010995574275,-0.000000087508869,Nu,35,And,1,3871,,481.72590355916344,,,
3909,3919,4778,234,,,,0.838403,45.002258,327.182,60.72,6.93,2.0,6.130,1.123,A0p...,0.043,69.219113,15.441990,70.926254,-0.00000734,0.00002861,0.00000383,0.21949326781508477,0.785437564978895,0.00000029437886683333334,0.000000033597588,,,And,1,3909,,30.959932133091723,GO,6.151,6.121
4119,4129,5066,246,,,,0.881493,38.548831,602.958,26.31,-10.15,16.0,6.700,0.366,A2V,0.028,140.729152,33.065816,115.190747,0.00001258,0.00002717,0.00000308,0.23077437510169435,0.672804027424855,0.00000012755447935416668,-0.000000049208588,,,And,1,4119,,62.172738929396054,V357,6.738,6.678
4278,4288,5286,258,,36    And,,0.916139,23.628335,123.889,137.06,-45.58,2.0,5.460,2.562,K1IV,1.012,33.799462,8.265744,15.222273,-0.00000091,0.00002576,-0.00000687,0.2398445862492675,0.41239224444184375,0.0000006644856305694446,-0.000000220978075,,36,And,1,4278,,8.226213938831098,,,
4312,4322,,,,,,0.921707,23.163713,306.867,24.10,-0.18,0.0,10.860,5.993,A3,0.089,83.983823,20.668218,37.004686,-0.00000260,0.00001068,-0.00000008,0.24130238435084886,0.40428306036419004,0.00000011684009701388889,-0.000000000872664,,,And,1,4312,,0.34897956743787417,GP,11.104,10.554
4426,4436,5448,269,,37Mu  And,,0.945885,38.499345,129.753,152.78,36.82,8.0,3.860,0.862,A5V,0.130,30.180673,7.630372,24.761577,-0.00000530,0.00002905,0.00001065,0.2476321701104851,0.6719403219484738,0.0000007406983411527778,0.000000178508397,Mu,37,And,1,4426,,39.37313537008504,,,
4453,4463,5516,271,,38Eta And,,0.953445,23.417648,229.718,-43.72,-46.06,-10.0,4.400,0.161,G8III-IV,0.940,62.619150,15.963361,27.988017,0.00000065,-0.00001524,-0.00001849,0.24961133334526506,0.40871506007966624,-0.00000021196054113888892,-0.000000223305181,Eta,38,And,1,4453,,75.09309424540648,,,
4611,4621,,,,,,0.989426,42.851163,326200,-8.56,-15.66,0.0,8.300,-11.700,M2,1.489,70866.488328,18778.499000,68009.622903,0.00605363,-0.00268874,-0.00556552,0.2590310898745533,0.7478938856840576,-0.000000041500051055555555,-0.000000075921822,,,And,1,4611,,4168693.8347033467,V358,8.375,8.225
4629,4639,,,,,,0.992910,45.406722,326200,4.52,-0.78,0.0,11.820,-8.180,K-M,,67848.317637,18044.993580,71210.841874,-0.00030297,0.00218676,-0.00026547,0.25994320074381067,0.7924968019114725,0.00000002191357836111111,-0.000000003781546,,,And,1,4629,,162929.60326397215,DQ,12.14,11.28
4744,4754,,,,,,1.018470,16.372649,778.52,340.24,-150.04,0.0,10.650,3.761,sdF7::,0.540,220.893682,60.334751,67.275297,-0.00005651,0.00039263,-0.00016655,0.2666349213880838,0.28575662612359753,0.000001649530066722222,-0.000000727414446,,,,1,4744,,2.726465458529005,,10.707,10.587
4889,4900,,,,,,1.047946,47.047181,136.314,396.35,-177.02,0.0,10.810,7.705,M0,1.470,27.409535,7.714610,30.585632,0.00000351,0.00008440,-0.00002443,0.2743515926414502,0.8211282125997013,0.0000019215590228819444,-0.000000858217177,,,And,1,4889,,0.07211074791828993,V359,11.116,10.696
4893,4903,6116,290,,39    And,,1.048407,41.345157,350,-16.96,-16.95,4.0,5.950,0.797,A5m,0.161,77.536715,21.832696,70.879137,0.00001095,-0.00000608,-0.00000392,0.27447236553649806,0.7216091249607175,-0.00000008222440022222222,-0.000000082175918,,39,And,1,4893,,41.80228289540325,,,
4973,4983,6226,,,,,1.064822,47.642295,1469.37,-5.27,-2.68,-55.0,6.820,-1.448,B2IV-V,-0.055,291.777415,83.513340,332.861340,-0.00002911,-0.00002030,-0.00004551,0.27876981344029156,0.8315149103111975,-0.000000025549680965277775,-0.000000012993006,,,And,1,4973,,330.5217168699801,V442,6.844,6.754
4992,5002,6262,,,,,1.067917,38.688535,1181.88,-20.21,-2.74,-30.0,7.140,-0.655,M3III,1.655,271.828642,78.041847,226.480414,-0.00001033,-0.00003990,-0.00002294,0.27958003266760767,0.6752423167659275,-0.00000009798084484027778,-0.000000013283894,,,And,1,4992,,159.220872705117,V360,7.173,6.993
5184,5194,,,,,,1.107375,-29.028822,709.13,-51.80,-7.21,0.0,10.780,4.094,sdF6,0.450,182.149507,54.337833,-105.489026,0.00001207,-0.00005337,-0.00000664,0.2899100325819929,-0.5066485238568276,-0.00000025113348652777775,-0.000000034955066,,,,1,5184,,2.0063190647905715,,10.866,10.726
5306,5317,6658,324,,41    And,,1.133559,43.942092,192.335,160.96,-61.32,9.0,5.040,1.187,A3m,0.109,40.599499,12.415253,40.915823,0.00000452,0.00004949,-0.00000623,0.29676505211587695,0.766934184732205,0.0000007803561002222223,-0.000000297287748,,41,And,1,5306,,29.187708481971423,,,
5423,5434,6811,335,,42Phi And,,1.158368,47.241792,716.923,3.81,-13.02,-2.2,4.260,-2.450,B7III,0.012,142.401313,44.559066,161.368161,0.00000705,0.00000646,-0.00001107,0.3032600026247607,0.8245248216760163,0.000000018471401229166666,-0.000000063122741,Phi,42,And,1,5423,,831.7637711026708,,,
5436,5447,6860,337,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,197.458,175.59,-112.23,-0.8,2.070,-1.840,M0IIIvar,1.576,46.946371,14.741814,35.255129,0.00000223,0.00005471,-0.00002725,0.30426179273798976,0.6216960120690613,0.0000008512843416875,-0.000000544106393,Bet,43,And,1,5436,,474.2419852602448,,,
5439,5450,6859,,,,,1.162586,38.124536,679.583,37.02,-9.80,0.0,7.710,1.116,F0,0.397,156.356928,49.115649,128.619314,-0.00000538,0.00003750,-0.00000779,0.30436435443271476,0.665398673272275,0.00000017947802454166669,-0.00000004751174,,,And,1,5439,,31.160183031054608,V361,7.747,7.677
5482,5493,6920,340,,44    And,,1.171880,42.081475,170.517,-135.76,-41.87,-11.0,5.670,2.079,F8V,0.603,36.985639,11.716968,35.033206,0.00000921,-0.00003317,-0.00001541,0.3067974578982887,0.73446028982448,-0.0000006581830527222222,-0.000000202991488,,44,And,1,5482,,12.835121968394969,,,
5509,5521,6963,,,,,1.178316,42.931831,88.3294,-153.50,-199.95,0.0,7.660,5.497,K0,0.730,18.889920,6.019319,18.443781,0.00002315,-0.00001377,-0.00001922,0.308482442346253,0.7493018068816525,-0.0000007441889996527777,-0.000000969384954,,,And,1,5509,,0.5510614111390657,V443,7.687,7.647
5537,5550,7019,348,,45    And,,1.186189,37.724121,789.831,-15.54,-6.96,-1.0,5.800,-1.120,B7III-IV,-0.095,182.356513,58.523074,148.150167,0.00000956,-0.00001609,-0.00000709,0.31054351677459785,0.65841012174847,-0.00000007534004595833333,-0.000000033743032,,45,And,1,5537,,244.34305526939713,,,
5672,5684,7205,,NN 3080,,,1.218335,41.654303,147.535,314.65,-37.54,70.0,7.240,3.963,G5,0.770,32.089178,10.597127,30.060779,0.00003435,0.00008400,0.00004143,0.31895938682965136,0.7270047365082687,0.0000015254662458680554,-0.000000181999055,,,And,1,5672,,2.2636016404497483,QU,7.278,7.218
5892,5905,,,,,,1.264768,-73.513883,1437,9.84,-2.14,0.0,10.840,2.620,sdF5,0.380,118.223735,40.642118,-422.417819,-0.00001098,0.00001845,-0.00000130,0.331115522424579,-1.283059304781355,0.000000047705666166666666,-0.000000010375012,,,,1,5892,,7.798301105232586,,10.908,10.788
5926,5939,7546,369,,,,1.273470,48.082245,1221.72,8.25,-4.25,-14.0,6.610,-1.257,B9IIIsp...,-0.040,236.433507,81.881928,278.690729,-0.00000851,0.00001290,-0.00001581,0.33339353597487564,0.8391934937099162,0.00000003999712864583333,-0.000000020604581,,,And,1,5926,,277.20432375777017,QV,6.618,6.598
5931,5944,7590,,,,,1.274799,42.939420,75.667,-112.45,-30.49,0.0,6.590,4.763,G0,0.594,16.044587,5.562801,15.802029,0.00000635,-0.00001118,-0.00000251,0.3337416387363919,0.7494342515777037,-0.0000005451729837847223,-0.000000147819691,,,And,1,5931,,1.0834278621501388,V445,6.603,6.573
6016,6029,,,,,,1.290946,38.950563,1284.25,58.97,-35.46,0.0,10.830,2.854,F2,0.250,288.856199,101.519656,247.499850,0.00000282,0.00012029,-0.00005263,0.33796880457799,0.6798155627443537,0.0000002858946274236111,-0.000000171914931,,,And,1,6016,,6.286370884130496,XX,11.176,10.166
6397,6411,8207,390,,46Xi  And,,1.372337,45.528778,214.464,32.21,8.73,-13.0,4.870,0.781,K0III-IV,1.077,43.117698,16.194066,46.916563,-0.00001419,0.00000564,-0.00000754,0.35927688338675695,0.7946270763370474,0.00000015615848650694446,0.000000042324234,Xi,46,And,1,6397,,42.42286549229506,,,
6500,6514,8374,395,,47    And,,1.394612,37.714943,208.302,81.77,-19.64,13.0,5.600,1.574,A1m,0.276,47.185350,18.036484,39.063529,0.00000426,0.00002873,0.00000332,0.36510858778128263,0.6582499248476975,0.00000039643214659027774,-0.000000095217406,,47,And,1,6500,,20.43619321084467,,,
6546,6560,8441,,,,,1.405188,43.142097,668.443,-1.53,-9.17,0.0,6.690,0.132,A2p...,0.035,139.516495,53.772874,140.124989,0.00000636,0.00000082,-0.00000665,0.3678772610955685,0.7529716309976274,-0.0000000074176493125,-0.000000044457414,,,And,1,6546,,77.12585649892138,HN,6.706,6.676
6666,6680,8583,,,,,1.428014,47.118531,845.078,10.64,-0.51,-10.0,7.610,0.543,G4III,0.968,164.114173,64.382467,189.834948,-0.00001092,0.00001007,-0.00000793,0.3738531783615366,0.8223735133651963,0.00000005158417561111112,-0.000000002472549,,,And,1,6666,,52.820194976999694,V446,7.645,7.585
6780,6794,8801,418,,,,1.457409,41.101158,173.603,9.84,24.67,1.0,6.420,2.790,Am...,0.311,37.219890,14.932983,34.986195,-0.00000411,0.00000109,0.00000547,0.38154868242457896,0.7173505285309225,0.000000047705666166666666,0.000000119603534,,,And,1,6780,,6.668067692136218,V529,6.437,6.407
6799,6813,8799,417,,48Ome And,,1.460915,45.406687,93.3601,356.99,-109.32,11.0,4.830,2.547,F5IV,0.421,18.641784,7.499275,20.380957,-0.00000114,0.00005293,-0.00000264,0.3824666059431344,0.7924961915147437,0.000001730736358215278,-0.000000529998315,Ome,48,And,1,6799,,8.340651974086626,,,
